chromosome,gene_id,locus_tag,gene_name,cds_start,cds_end,strand,product,protein_id,cds_length
NC_000962.3,Rv0253,Rv0253,nirD,305453,305806,+,nitrite reductase small subunit NirD,NP_214767.1,354
NC_000962.3,Rv0254c,Rv0254c,cobU,305828,306349,-,bifunctional cobinamide kinase/cobinamide phosphate guanylyltransferase,NP_214768.1,522
NC_000962.3,Rv0255c,Rv0255c,cobQ1,306377,307858,-,cobyric acid synthase,YP_177703.1,1482
NC_000962.3,Rv0256c,Rv0256c,PPE2,307880,309547,-,PPE family protein PPE2,YP_177704.1,1668
NC_000962.3,Rv0257,Rv0257,,309699,310070,+,hypothetical protein,YP_177620.1,372
NC_000962.3,Rv0258c,Rv0258c,,310297,310749,-,hypothetical protein,NP_214772.1,453
NC_000962.3,Rv0259c,Rv0259c,,310777,311517,-,hypothetical protein,NP_214773.1,741
NC_000962.3,Rv0260c,Rv0260c,,311517,312659,-,transcriptional regulator,NP_214774.1,1143
NC_000962.3,Rv0261c,Rv0261c,narK3,312762,314168,-,nitrate/nitrite transporter,NP_214775.1,1407
NC_000962.3,Rv0262c,Rv0262c,aac,314312,314854,-,aminoglycoside 2'-N-acetyltransferase,NP_214776.1,543
NC_000962.3,Rv0263c,Rv0263c,,314867,315766,-,hypothetical protein,NP_214777.1,900
NC_000962.3,Rv0264c,Rv0264c,,315786,316415,-,hypothetical protein,NP_214778.1,630
NC_000962.3,Rv0265c,Rv0265c,,316514,317503,-,iron ABC transporter substrate-binding lipoprotein,YP_177705.1,990
NC_000962.3,Rv0266c,Rv0266c,oplA,317528,321154,-,5-oxoprolinase OplA,NP_214780.1,3627
NC_000962.3,Rv0267,Rv0267,narU,321331,322719,+,nitrite extrusion protein NarU,NP_214781.1,1389
NC_000962.3,Rv0268c,Rv0268c,,322767,323273,-,hypothetical protein,NP_214782.1,507
NC_000962.3,Rv0269c,Rv0269c,,323341,324531,-,hypothetical protein,NP_214783.1,1191
NC_000962.3,Rv0270,Rv0270,fadD2,324567,326246,+,fatty-acid--CoA ligase FadD2,NP_214784.1,1680
NC_000962.3,Rv0271c,Rv0271c,fadE6,326269,328461,-,acyl-CoA dehydrogenase FadE6,NP_214785.1,2193
NC_000962.3,Rv0272c,Rv0272c,,328578,329708,-,hypothetical protein,NP_214786.1,1131
NC_000962.3,Rv0273c,Rv0273c,,329708,330325,-,transcriptional regulator,NP_214787.1,618
NC_000962.3,Rv0274,Rv0274,,330422,331000,+,hypothetical protein,NP_214788.1,579
NC_000962.3,Rv0275c,Rv0275c,,330936,331658,-,transcriptional regulator,YP_177706.1,723
NC_000962.3,Rv0276,Rv0276,,331748,332665,+,hypothetical protein,NP_214790.1,918
NC_000962.3,Rv0277c,Rv0277c,vapC25,332711,333136,-,ribonuclease VapC25,NP_214791.1,426
NC_000962.3,Rv0278c,Rv0278c,,333440,336310,-,PE-PGRS family protein PE_PGRS3,YP_177707.1,2871
NC_000962.3,Rv0279c,Rv0279c,PE_PGRS4,336563,339073,-,PE-PGRS family protein PE_PGRS4,YP_177708.1,2511
NC_000962.3,Rv0280,Rv0280,PPE3,339364,340971,+,PPE family protein PPE3,YP_177709.1,1608
NC_000962.3,Rv0281,Rv0281,,340998,341903,+,S-adenosylmethionine-dependent methyltransferase,NP_214795.1,906
NC_000962.3,Rv0282,Rv0282,eccA3,342130,344022,+,ESX-3 secretion system protein EccA,NP_214796.1,1893
NC_000962.3,Rv0283,Rv0283,eccB3,344022,345635,+,ESX-3 secretion system protein EccB3,NP_214797.1,1614
NC_000962.3,Rv0284,Rv0284,eccC3,345635,349624,+,ESX-3 secretion system protein EccC3,NP_214798.1,3990
NC_000962.3,Rv0285,Rv0285,PE5,349624,349929,+,PE family protein PE5,YP_177710.1,306
NC_000962.3,Rv0286,Rv0286,PPE4,349935,351473,+,PPE family protein PPE4,YP_177711.1,1539
NC_000962.3,Rv0287,Rv0287,esxG,351525,351815,+,ESAT-6 like protein EsxG,NP_214801.1,291
NC_000962.3,Rv0288,Rv0288,esxH,351848,352135,+,ESAT-6-like protein EsxH,NP_214802.1,288
NC_000962.3,Rv0289,Rv0289,espG3,352149,353033,+,ESX-3 secretion-associated protein EspG3,NP_214803.1,885
NC_000962.3,Rv0290,Rv0290,eccD3,353083,354498,+,ESX-3 secretion system protein EccD,NP_214804.1,1416
NC_000962.3,Rv0291,Rv0291,mycP3,354498,355880,+,membrane-anchored mycosin MycP,NP_214805.1,1383
NC_000962.3,Rv0292,Rv0292,eccE3,355880,356872,+,ESX-3 secretion system protein EccE,NP_214806.1,993
NC_000962.3,Rv0293c,Rv0293c,,356865,358064,-,hypothetical protein,NP_214807.1,1200
NC_000962.3,Rv0294,Rv0294,tam,358171,358953,+,trans-aconitate methyltransferase,NP_214808.1,783
NC_000962.3,Rv0295c,Rv0295c,,358948,359748,-,hypothetical protein,NP_214809.1,801
NC_000962.3,Rv0296c,Rv0296c,,359761,361155,-,sulfatase,YP_177712.1,1395
NC_000962.3,Rv0297,Rv0297,PE_PGRS5,361334,363106,+,PE-PGRS family protein PE_PGRS5,YP_177713.1,1773
NC_000962.3,Rv0298,Rv0298,,363252,363476,+,antitoxin,NP_214812.1,225
NC_000962.3,Rv0299,Rv0299,,363476,363775,+,toxin,NP_214813.1,300
NC_000962.3,Rv0300,Rv0300,vapB2,363826,364044,+,antitoxin VapB2,NP_214814.1,219
NC_000962.3,Rv0301,Rv0301,vapC2,364044,364466,+,ribonuclease VapC2,NP_214815.1,423
NC_000962.3,Rv0302,Rv0302,,364605,365234,+,transcriptional regulator,NP_214816.1,630
NC_000962.3,Rv0303,Rv0303,,365234,366139,+,dehydrogenase/reductase,NP_214817.1,906
NC_000962.3,Rv0304c,Rv0304c,PPE5,366153,372764,-,PPE family protein PPE5,YP_177714.1,6612
NC_000962.3,Rv0305c,Rv0305c,PPE6,372823,375711,-,PPE family protein PPE6,YP_177715.1,2889
NC_000962.3,Rv0306,Rv0306,,375914,376582,+,oxidoreductase,NP_214820.1,669
NC_000962.3,Rv0307c,Rv0307c,,376576,377055,-,hypothetical protein,NP_214821.1,480
NC_000962.3,Rv0308,Rv0308,,377113,377826,+,integral membrane protein,NP_214822.1,714
NC_000962.3,Rv0309,Rv0309,,377931,378584,+,hypothetical protein,NP_214823.1,654
NC_000962.3,Rv0310c,Rv0310c,,378660,379148,-,hypothetical protein,NP_214824.1,489
NC_000962.3,Rv0311,Rv0311,,379172,380398,+,hypothetical protein,NP_214825.1,1227
NC_000962.3,Rv0312,Rv0312,,380556,382415,+,hypothetical protein,NP_214826.1,1860
NC_000962.3,Rv0313,Rv0313,,382490,382873,+,hypothetical protein,NP_214827.1,384
NC_000962.3,Rv0314c,Rv0314c,,382882,383541,-,membrane protein,NP_214828.1,660
NC_000962.3,Rv0315,Rv0315,,383602,384483,+,"beta-1,3-glucanase",NP_214829.1,882
NC_000962.3,Rv0316,Rv0316,,384535,385146,+,muconolactone isomerase,NP_214830.1,612
NC_000962.3,Rv0317c,Rv0317c,glpQ2,385176,385943,-,glycerophosphoryl diester phosphodiesterase GlpQ,NP_214831.1,768
NC_000962.3,Rv0318c,Rv0318c,,386308,387099,-,integral membrane protein,YP_177716.1,792
NC_000962.3,Rv0319,Rv0319,pcp,387148,387813,+,pyrrolidone-carboxylate peptidase,NP_214833.1,666
NC_000962.3,Rv0320,Rv0320,,387888,388547,+,hypothetical protein,NP_214834.1,660
NC_000962.3,Rv0321,Rv0321,dcd,388582,389151,+,deoxycytidine triphosphate deaminase,NP_214835.1,570
NC_000962.3,Rv0322,Rv0322,udgA,389260,390588,+,UDP-glucose 6-dehydrogenase UdgA,NP_214836.1,1329
NC_000962.3,Rv0323c,Rv0323c,,390583,391251,-,hypothetical protein,NP_214837.1,669
NC_000962.3,Rv0324,Rv0324,,391352,392029,+,transcriptional regulator,NP_214838.1,678
NC_000962.3,Rv0325,Rv0325,,392039,392260,+,hypothetical protein,NP_214839.1,222
NC_000962.3,Rv0326,Rv0326,,392273,392725,+,hypothetical protein,NP_214840.1,453
NC_000962.3,Rv0327c,Rv0327c,cyp135A1,392699,394045,-,cytochrome P450 Cyp135A1,NP_214841.1,1347
NC_000962.3,Rv0328,Rv0328,,394111,394710,+,transcriptional regulator,NP_214842.1,600
NC_000962.3,Rv0329c,Rv0329c,,394697,395320,-,hypothetical protein,NP_214843.1,624
NC_000962.3,Rv0330c,Rv0330c,,395350,396087,-,hypothetical protein,NP_214844.1,738
NC_000962.3,Rv0331,Rv0331,,396201,397364,+,dehydrogenase/reductase,NP_214845.1,1164
NC_000962.3,Rv0332,Rv0332,,397442,398224,+,hypothetical protein,NP_214846.1,783
NC_000962.3,Rv0333,Rv0333,,398254,398625,+,hypothetical protein,NP_214847.1,372
NC_000962.3,Rv0334,Rv0334,rmlA,398658,399521,+,glucose-1-phosphate thymidylyltransferase,NP_214848.1,864
NC_000962.3,Rv0335c,Rv0335c,PE6,399538,400050,-,PE family protein PE6,YP_177717.1,513
NC_000962.3,Rv0336,Rv0336,,400192,401700,+,hypothetical protein,NP_214850.1,1509
NC_000962.3,Rv0337c,Rv0337c,aspC,401876,403162,-,aspartate aminotransferase,NP_214851.1,1287
NC_000962.3,Rv0338c,Rv0338c,,403196,405841,-,iron-sulfur-binding reductase,NP_214852.1,2646
NC_000962.3,Rv0339c,Rv0339c,,405953,408448,-,transcriptional regulator,NP_214853.1,2496
NC_000962.3,Rv0340,Rv0340,,408634,409170,+,hypothetical protein,NP_214854.1,537
NC_000962.3,Rv0341,Rv0341,iniB,409362,410798,+,isoniazid inducible protein IniB,NP_214855.1,1437
NC_000962.3,Rv0342,Rv0342,iniA,410838,412757,+,isoniazid inductible protein IniA,NP_214856.1,1920
NC_000962.3,Rv0343,Rv0343,iniC,412757,414235,+,iIsoniazid inductible protein IniC,NP_214857.1,1479
NC_000962.3,Rv0344c,Rv0344c,lpqJ,414384,414941,-,lipoprotein LpqJ,NP_214858.1,558
NC_000962.3,Rv0345,Rv0345,,415050,415457,+,hypothetical protein,NP_214859.1,408
NC_000962.3,Rv0346c,Rv0346c,ansP2,415505,416965,-,L-asparagine permease,YP_177718.1,1461
NC_000962.3,Rv0347,Rv0347,,417304,418287,+,membrane protein,NP_214861.1,984
NC_000962.3,Rv0348,Rv0348,,418293,418943,+,transcriptional regulator,NP_214862.1,651
NC_000962.3,Rv0349,Rv0349,,418949,419605,+,hypothetical protein,NP_214863.1,657
NC_000962.3,Rv0350,Rv0350,dnaK,419835,421709,+,chaperone protein DnaK,NP_214864.1,1875
NC_000962.3,Rv0351,Rv0351,grpE,421709,422413,+,stress response protein GrpE,NP_214865.1,705
NC_000962.3,Rv0352,Rv0352,dnaJ1,422452,423636,+,chaperone protein DnaJ,YP_177719.1,1185
NC_000962.3,Rv0353,Rv0353,hspR,423639,424016,+,heat shock protein transcriptional repressor HspR,NP_214867.1,378
NC_000962.3,Rv0354c,Rv0354c,PPE7,424272,424694,-,PPE family protein PPE7,YP_177720.1,423
NC_000962.3,Rv0355c,Rv0355c,PPE8,424780,434679,-,PPE family protein PPE8,YP_177721.2,9900
NC_000962.3,Rv0356c,Rv0356c,,434833,435474,-,hypothetical protein,NP_214870.1,642
NC_000962.3,Rv0357c,Rv0357c,purA,435474,436769,-,adenylosuccinate synthetase,NP_214871.1,1296
NC_000962.3,Rv0358,Rv0358,,436860,437504,+,hypothetical protein,NP_214872.1,645
NC_000962.3,Rv0359,Rv0359,,437518,438294,+,zinc metalloprotease,NP_214873.1,777
NC_000962.3,Rv0360c,Rv0360c,,438305,438739,-,hypothetical protein,NP_214874.1,435
NC_000962.3,Rv0361,Rv0361,,438822,439646,+,membrane protein,NP_214875.1,825
NC_000962.3,Rv0362,Rv0362,mgtE,439871,441250,+,Mg2+ transport transmembrane protein MgtE,NP_214876.1,1380
NC_000962.3,Rv0363c,Rv0363c,fba,441268,442299,-,fructose-bisphosphate aldolase,NP_214877.1,1032
NC_000962.3,Rv0364,Rv0364,,442395,443075,+,transmembrane protein,NP_214878.1,681
NC_000962.3,Rv0365c,Rv0365c,,443070,444197,-,hypothetical protein,NP_214879.1,1128
NC_000962.3,Rv0366c,Rv0366c,,444225,444815,-,hypothetical protein,NP_214880.1,591
NC_000962.3,Rv0367c,Rv0367c,,444847,445233,-,hypothetical protein,NP_214881.1,387
NC_000962.3,Rv0368c,Rv0368c,,445317,446525,-,hypothetical protein,NP_214882.1,1209
NC_000962.3,Rv0369c,Rv0369c,,446534,447046,-,membrane oxidoreductase,NP_214883.1,513
NC_000962.3,Rv0370c,Rv0370c,,447150,448043,-,oxidoreductase,NP_214884.1,894
NC_000962.3,Rv0371c,Rv0371c,,448043,448633,-,hypothetical protein,NP_214885.1,591
NC_000962.3,Rv0372c,Rv0372c,,448633,449385,-,hypothetical protein,NP_214886.1,753
NC_000962.3,Rv0373c,Rv0373c,,449407,451803,-,carbon monoxyde dehydrogenase large subunit,NP_214887.1,2397
NC_000962.3,Rv0374c,Rv0374c,,451803,452279,-,carbon monoxyde dehydrogenase small subunit,NP_214888.1,477
NC_000962.3,Rv0375c,Rv0375c,,452297,453154,-,carbon monoxyde dehydrogenase medium subunit,NP_214889.1,858
NC_000962.3,Rv0376c,Rv0376c,,453233,454372,-,hypothetical protein,NP_214890.1,1140
NC_000962.3,Rv0377,Rv0377,,454421,455383,+,HTH-type transcriptional regulator,NP_214891.1,963
NC_000962.3,Rv0378,Rv0378,,455637,455855,+,hypothetical protein,NP_214892.1,219
NC_000962.3,Rv0379,Rv0379,secE2,455977,456189,+,protein translocase subunit SecE,YP_177722.1,213
NC_000962.3,Rv0380c,Rv0380c,,456271,456819,-,RNA methyltransferase,NP_214894.1,549
NC_000962.3,Rv0381c,Rv0381c,,456918,457823,-,hypothetical protein,NP_214895.1,906
NC_000962.3,Rv0382c,Rv0382c,pyrE,457844,458380,-,orotate phosphoribosyltransferase,YP_177723.1,537
NC_000962.3,Rv0383c,Rv0383c,,458464,459315,-,hypothetical protein,NP_214897.1,852
NC_000962.3,Rv0384c,Rv0384c,clpB,459459,462002,-,chaperone protein ClpB,NP_214898.1,2544
NC_000962.3,Rv0385,Rv0385,,462135,463304,+,monooxygenase,NP_214899.1,1170
NC_000962.3,Rv0386,Rv0386,,463411,466665,+,transcriptional regulator,NP_214900.1,3255
NC_000962.3,Rv0389,Rv0389,purT,468335,469591,+,phosphoribosylglycinamide formyltransferase PurT,NP_214903.1,1257
NC_000962.3,Rv0390,Rv0390,,469591,470010,+,hypothetical protein,NP_214904.1,420
NC_000962.3,Rv0391,Rv0391,metZ,470010,471227,+,O-succinylhomoserine sulfhydrylase,NP_214905.1,1218
NC_000962.3,Rv0392c,Rv0392c,ndhA,471230,472639,-,NADH dehydrogenase NdhA,NP_214906.1,1410
NC_000962.3,Rv0393,Rv0393,,472781,474103,+,hypothetical protein,NP_214907.1,1323
NC_000962.3,Rv0394c,Rv0394c,,474125,474841,-,hypothetical protein,NP_214908.1,717
NC_000962.3,Rv0395,Rv0395,,474940,475341,+,hypothetical protein,NP_214909.1,402
NC_000962.3,Rv0396,Rv0396,,475350,475739,+,hypothetical protein,NP_214910.1,390
NC_000962.3,Rv0397,Rv0397,,475816,476181,+,hypothetical protein,NP_214911.1,366
NC_000962.3,Rv0397A,Rv0397A,,476394,476639,+,hypothetical protein,YP_004837048.2,246
NC_000962.3,Rv0398c,Rv0398c,,476682,477320,-,hypothetical protein,NP_214912.1,639
NC_000962.3,Rv0399c,Rv0399c,lpqK,477330,478556,-,lipoprotein LpqK,NP_214913.1,1227
NC_000962.3,Rv0400c,Rv0400c,fadE7,478569,479753,-,acyl-CoA dehydrogenase FadE7,NP_214914.1,1185
NC_000962.3,Rv0401,Rv0401,,479789,480157,+,transmembrane protein,NP_214915.1,369
NC_000962.3,Rv0402c,Rv0402c,mmpL1,480358,483231,-,transmembrane transport protein MmpL1,NP_214916.1,2874
NC_000962.3,Rv0403c,Rv0403c,mmpS1,483231,483656,-,membrane protein MmpS1,NP_214917.1,426
NC_000962.3,Rv0404,Rv0404,fadD30,483977,485731,+,long-chain-fatty-acid--AMP ligase FadD30,NP_214918.1,1755
NC_000962.3,Rv0405,Rv0405,pks6,485731,489936,+,membrane bound polyketide synthase,NP_214919.1,4206
NC_000962.3,Rv0406c,Rv0406c,,489890,490705,-,beta lactamase-like protein,NP_214920.1,816
NC_000962.3,Rv0407,Rv0407,fgd1,490783,491790,+,F420-dependent glucose-6-phosphate dehydrogenase,NP_214921.1,1008
NC_000962.3,Rv0408,Rv0408,pta,491786,493855,+,phosphate acetyltransferase,NP_214922.1,2070
NC_000962.3,Rv0409,Rv0409,ackA,493851,495005,+,acetate kinase,NP_214923.1,1155
NC_000962.3,Rv0410c,Rv0410c,pknG,495065,497314,-,serine/threonine-protein kinase PknG,NP_214924.1,2250
NC_000962.3,Rv0411c,Rv0411c,glnH,497317,498300,-,glutamine-binding lipoprotein GlnH,NP_214925.1,984
NC_000962.3,Rv0412c,Rv0412c,,498303,499619,-,membrane protein,NP_214926.1,1317
NC_000962.3,Rv0413,Rv0413,mutT3,499713,500363,+,8-oxo-dGTP diphosphatase,NP_214927.1,651
NC_000962.3,Rv0414c,Rv0414c,thiE,500353,501018,-,thiamine-phosphate synthase,NP_214928.1,666
NC_000962.3,Rv0415,Rv0415,thiO,501148,502167,+,thiamine biosynthesis oxidoreductase ThiO,NP_214929.1,1020
NC_000962.3,Rv0416,Rv0416,thiS,502167,502370,+,sulfur carrier protein ThiS,NP_214930.1,204
NC_000962.3,Rv0417,Rv0417,thiG,502366,503121,+,thiazole synthase,NP_214931.1,756
NC_000962.3,Rv0418,Rv0418,lpqL,503496,504995,+,lipoprotein aminopeptidase LpqL,NP_214932.1,1500
NC_000962.3,Rv0419,Rv0419,lpqM,505086,506579,+,lipoprotein peptidase LpqM,NP_214933.1,1494
NC_000962.3,Rv0420c,Rv0420c,,506564,506971,-,transmembrane protein,NP_214934.1,408
NC_000962.3,Rv0421c,Rv0421c,,507135,507761,-,hypothetical protein,NP_214935.1,627
NC_000962.3,Rv0422c,Rv0422c,thiD,507761,508555,-,hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,NP_214936.1,795
NC_000962.3,Rv0423c,Rv0423c,thiC,508585,510225,-,phosphomethylpyrimidine synthase,NP_214937.1,1641
NC_000962.3,Rv0424c,Rv0424c,,510380,510652,-,hypothetical protein,NP_214938.1,273
NC_000962.3,Rv0425c,Rv0425c,ctpH,510705,515321,-,metal cation transporting ATPase H,NP_214939.1,4617
NC_000962.3,Rv0426c,Rv0426c,,515376,515816,-,transmembrane protein,NP_214940.1,441
NC_000962.3,Rv0427c,Rv0427c,xthA,516020,516892,-,exodeoxyribonuclease III protein XthA,NP_214941.1,873
NC_000962.3,Rv0428c,Rv0428c,,516898,517803,-,GCN5-like N-acetyltransferase,NP_214942.1,906
NC_000962.3,Rv0429c,Rv0429c,def,517806,518396,-,polypeptide deformylase,NP_214943.1,591
NC_000962.3,Rv0430,Rv0430,,518733,519038,+,hypothetical protein,NP_214944.1,306
NC_000962.3,Rv0431,Rv0431,,519073,519564,+,tuberculin-like peptide,NP_214945.1,492
NC_000962.3,Rv0432,Rv0432,sodC,519600,520319,+,superoxide dismutase,NP_214946.1,720
NC_000962.3,Rv0433,Rv0433,,520324,521451,+,carboxylate-amine ligase,NP_214947.1,1128
NC_000962.3,Rv0434,Rv0434,,521514,522164,+,hypothetical protein,NP_214948.1,651
NC_000962.3,Rv0435c,Rv0435c,,522350,524533,-,ATPase,NP_214949.1,2184
NC_000962.3,Rv0436c,Rv0436c,pssA,524533,525390,-,CDP-diacylglycerol--serine O-phosphatidyltransferase,NP_214950.1,858
NC_000962.3,Rv0437c,Rv0437c,psd,525390,526082,-,phosphatidylserine decarboxylase,NP_214951.1,693
NC_000962.3,Rv0438c,Rv0438c,moeA2,526146,527360,-,molybdopterin molybdenumtransferase,YP_177725.1,1215
NC_000962.3,Rv0439c,Rv0439c,,527382,528314,-,dehydrogenase/reductase,NP_214953.1,933
NC_000962.3,Rv0440,Rv0440,groEL2,528608,530227,+,molecular chaperone GroEL,NP_214954.1,1620
NC_000962.3,Rv0441c,Rv0441c,,530299,530724,-,hypothetical protein,NP_214955.1,426
NC_000962.3,Rv0442c,Rv0442c,PPE10,530754,532214,-,PPE family protein PPE10,YP_177726.2,1461
NC_000962.3,Rv0443,Rv0443,,532396,532908,+,hypothetical protein,NP_214957.1,513
NC_000962.3,Rv0444c,Rv0444c,rskA,533094,533789,-,anti-sigma-K factor RskA,NP_214958.1,696
NC_000962.3,Rv0445c,Rv0445c,sigK,533836,534396,-,ECF RNA polymerase sigma factor SigK,NP_214959.1,561
NC_000962.3,Rv0446c,Rv0446c,,534448,535215,-,transmembrane protein,NP_214960.1,768
NC_000962.3,Rv0447c,Rv0447c,ufaA1,535227,536507,-,cyclopropane-fatty-acyl-phospholipid synthase UfaA,NP_214961.1,1281
NC_000962.3,Rv0448c,Rv0448c,,536507,537169,-,hypothetical protein,NP_214962.1,663
NC_000962.3,Rv0449c,Rv0449c,,537232,538548,-,hypothetical protein,NP_214963.1,1317
NC_000962.3,Rv0450c,Rv0450c,mmpL4,538591,541491,-,transmembrane transport protein MmpL4,NP_214964.1,2901
NC_000962.3,Rv0451c,Rv0451c,mmpS4,541491,541910,-,membrane protein MmpS4,NP_214965.1,420
NC_000962.3,Rv0452,Rv0452,,542142,542849,+,transcriptional regulator,NP_214966.1,708
NC_000962.3,Rv0453,Rv0453,PPE11,543174,544727,+,PPE family protein PPE11,YP_177727.1,1554
NC_000962.3,Rv0455c,Rv0455c,,545378,545821,-,hypothetical protein,NP_214969.1,444
NC_000962.3,Rv0456c,Rv0456c,echA2,545892,546803,-,enoyl-CoA hydratase EchA2,NP_214970.1,912
NC_000962.3,Rv0456A,Rv0456A,mazF1,547079,547357,-,toxin MazF1,YP_177621.1,279
NC_000962.3,Rv0456B,Rv0456B,mazE1,547347,547517,-,antitoxin MazE1,YP_007409102.1,171
NC_000962.3,Rv0457c,Rv0457c,,547589,549607,-,peptidase,NP_214971.1,2019
NC_000962.3,Rv0458,Rv0458,,549675,551195,+,aldehyde dehydrogenase,NP_214972.1,1521
NC_000962.3,Rv0459,Rv0459,,551198,551686,+,hypothetical protein,NP_214973.1,489
NC_000962.3,Rv0460,Rv0460,,551749,551985,+,hypothetical protein,NP_214974.1,237
NC_000962.3,Rv0461,Rv0461,,552026,552547,+,transmembrane protein,NP_214975.1,522
NC_000962.3,Rv0462,Rv0462,lpdC,552614,554005,+,dihydrolipoamide dehydrogenase,NP_214976.1,1392
NC_000962.3,Rv0463,Rv0463,,554016,554306,+,membrane protein,NP_214977.1,291
NC_000962.3,Rv0464c,Rv0464c,,554316,554885,-,hypothetical protein,NP_214978.1,570
NC_000962.3,Rv0465c,Rv0465c,,554885,556306,-,HTH-type transcriptional regulator,NP_214979.1,1422
NC_000962.3,Rv0466,Rv0466,,556458,557249,+,hypothetical protein,NP_214980.1,792
NC_000962.3,Rv0467,Rv0467,icl1,557527,558810,+,isocitrate lyase,YP_177728.1,1284
NC_000962.3,Rv0468,Rv0468,fadB2,558895,559752,+,3-hydroxybutyryl-CoA dehydrogenase,NP_214982.1,858
NC_000962.3,Rv0469,Rv0469,umaA,559888,560745,+,mycolic acid synthase UmaA,YP_177729.1,858
NC_000962.3,Rv0470c,Rv0470c,pcaA,560851,561711,-,cyclopropane mycolic acid synthase,YP_177730.1,861
NC_000962.3,Rv0470A,Rv0470A,,561857,562294,-,hypothetical protein,YP_177622.1,438
NC_000962.3,Rv0471c,Rv0471c,,562228,562713,-,hypothetical protein,NP_214985.1,486
NC_000962.3,Rv0472c,Rv0472c,,562726,563427,-,HTH-type transcriptional regulator,NP_214986.1,702
NC_000962.3,Rv0473,Rv0473,,563564,564931,+,transmembrane protein,NP_214987.2,1368
NC_000962.3,Rv0474,Rv0474,,565021,565440,+,HTH-type transcriptional regulator,NP_214988.1,420
NC_000962.3,Rv0475,Rv0475,hbhA,565797,566393,+,heparin binding hemagglutinin HbhA,NP_214989.1,597
NC_000962.3,Rv0476,Rv0476,,566508,566768,+,transmembrane protein,NP_214990.1,261
NC_000962.3,Rv0477,Rv0477,,566776,567219,+,hypothetical protein,NP_214991.1,444
NC_000962.3,Rv0478,Rv0478,deoC,567222,567893,+,2-deoxyribose-5-phosphate aldolase,NP_214992.1,672
NC_000962.3,Rv0479c,Rv0479c,,567924,568967,-,membrane protein,NP_214993.1,1044
NC_000962.3,Rv0480c,Rv0480c,,568967,569806,-,amidohydrolase,NP_214994.2,840
NC_000962.3,Rv0481c,Rv0481c,,569991,570512,-,hypothetical protein,NP_214995.1,522
NC_000962.3,Rv0482,Rv0482,murB,570539,571645,+,UDP-N-acetylenolpyruvoylglucosamine reductase,NP_214996.1,1107
NC_000962.3,Rv0483,Rv0483,lprQ,571710,573062,+,lipoprotein LprQ,NP_214997.1,1353
NC_000962.3,Rv0484c,Rv0484c,,573049,573801,-,short-chain type oxidoreductase,NP_214998.1,753
NC_000962.3,Rv0485,Rv0485,,573984,575297,+,transcriptional regulator,NP_214999.1,1314
NC_000962.3,Rv0486,Rv0486,mshA,575348,576787,+,D-inositol 3-phosphate glycosyltransferase,NP_215000.1,1440
NC_000962.3,Rv0487,Rv0487,,576787,577335,+,hypothetical protein,NP_215001.1,549
NC_000962.3,Rv0488,Rv0488,,577664,578266,+,amino acid transporter,NP_215002.1,603
NC_000962.3,Rv0489,Rv0489,gpm1,578426,579172,+,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",YP_177731.1,747
NC_000962.3,Rv0490,Rv0490,senX3,579349,580578,+,two component sensor histidine kinase SenX3,NP_215004.1,1230
NC_000962.3,Rv0491,Rv0491,regX3,580809,581489,+,two component sensory transduction protein RegX,NP_215005.1,681
NC_000962.3,Rv0492c,Rv0492c,,581492,583378,-,GMC-type oxidoreductase,NP_215006.2,1887
NC_000962.3,Rv0492A,Rv0492A,,583378,583704,-,hypothetical protein,YP_177623.1,327
NC_000962.3,Rv0493c,Rv0493c,,583704,584690,-,hypothetical protein,NP_215007.1,987
NC_000962.3,Rv0494,Rv0494,,584695,585420,+,HTH-type transcriptional regulator,NP_215008.2,726
NC_000962.3,Rv0495c,Rv0495c,,585427,586314,-,hypothetical protein,NP_215009.1,888
NC_000962.3,Rv0496,Rv0496,,586394,587377,+,hypothetical protein,NP_215010.3,984
NC_000962.3,Rv0497,Rv0497,,587377,588306,+,transmembrane protein,NP_215011.1,930
NC_000962.3,Rv0498,Rv0498,,588325,589164,+,hypothetical protein,NP_215012.1,840
NC_000962.3,Rv0499,Rv0499,,589183,590055,+,hypothetical protein,NP_215013.1,873
NC_000962.3,Rv0500,Rv0500,proC,590083,590967,+,pyrroline-5-carboxylate reductase,NP_215014.1,885
NC_000962.3,Rv0500A,Rv0500A,,591111,591344,+,DNA-binding protein,YP_177624.1,234
